Clock rate (Hz): 100
Sample integration time (s): 0.080000

Index,Time,A,B,AB,C (Noise),AC,BC,ABC ,Ch 8
111,3:02:40 PM,68,92,0,76,0,0,0,0
112,3:02:40 PM,62,85,0,85,0,0,0,0
113,3:02:40 PM,66,85,0,98,0,0,0,0
114,3:02:40 PM,67,77,0,76,0,0,0,0
115,3:02:40 PM,74,69,0,82,0,0,0,0
116,3:02:40 PM,82,78,0,99,0,0,0,0
117,3:02:40 PM,76,89,0,71,0,0,0,0
118,3:02:40 PM,85,85,0,81,0,0,0,0
119,3:02:40 PM,70,87,0,78,0,0,0,0
120,3:02:40 PM,73,71,0,100,0,0,0,0
121,3:02:40 PM,78,70,0,75,0,0,0,0
122,3:02:40 PM,79,83,0,79,0,0,0,0
123,3:02:40 PM,92,68,0,81,0,0,0,0
124,3:02:40 PM,77,73,0,97,0,0,0,0
125,3:02:40 PM,62,94,0,83,0,0,0,0
126,3:02:40 PM,61,83,0,71,0,0,0,0
127,3:02:40 PM,75,72,0,85,0,0,0,0
128,3:02:40 PM,85,82,0,91,0,0,0,0
129,3:02:50 PM,75,90,0,83,0,0,0,0
130,3:02:50 PM,74,92,0,72,0,0,0,0
131,3:02:50 PM,60,97,0,67,0,0,0,0
132,3:02:50 PM,93,94,0,91,0,0,0,0
133,3:02:50 PM,83,80,0,98,0,0,0,0
134,3:02:50 PM,74,106,0,89,0,0,0,0
135,3:02:50 PM,75,86,0,97,0,0,0,0
136,3:02:50 PM,72,105,0,96,0,0,0,0
137,3:02:50 PM,80,88,0,79,0,0,0,0
138,3:02:50 PM,72,84,0,56,0,0,0,0
139,3:02:50 PM,85,77,0,101,0,0,0,0
140,3:02:50 PM,73,73,0,84,0,0,0,0
141,3:02:50 PM,69,79,0,89,0,0,0,0
142,3:02:50 PM,65,89,0,95,0,0,0,0
143,3:02:50 PM,86,98,0,83,0,0,0,0
144,3:02:50 PM,85,89,0,89,0,0,0,0
145,3:02:50 PM,72,96,0,82,0,0,0,0
146,3:02:50 PM,94,90,0,76,0,0,0,0
147,3:02:50 PM,75,101,0,90,0,0,0,0
148,3:02:50 PM,57,83,0,77,0,0,0,0
149,3:02:50 PM,86,79,0,90,0,0,0,0
150,3:02:50 PM,56,90,0,87,0,0,0,0
151,3:02:50 PM,80,83,0,98,0,0,0,0
152,3:02:50 PM,85,93,0,91,0,0,0,0
153,3:02:50 PM,68,100,0,100,0,0,0,0
154,3:02:50 PM,71,92,0,82,0,0,0,0
155,3:02:50 PM,80,89,0,85,0,0,0,0
156,3:02:50 PM,70,83,0,75,0,0,0,0
157,3:02:50 PM,73,82,0,81,0,0,0,0
158,3:02:50 PM,69,81,0,81,0,0,0,0
159,3:02:50 PM,64,91,0,81,0,0,0,0
160,3:02:50 PM,80,99,0,89,0,0,0,0
161,3:02:50 PM,82,79,0,76,0,0,0,0
162,3:02:50 PM,94,78,0,111,0,0,0,0
163,3:02:50 PM,67,80,0,72,0,0,0,0
164,3:02:50 PM,71,92,0,88,0,0,0,0
165,3:02:50 PM,64,74,0,76,0,0,0,0
166,3:02:50 PM,62,93,0,91,0,0,0,0
167,3:02:50 PM,69,80,0,94,0,0,0,0
168,3:02:50 PM,84,93,0,59,0,0,0,0
169,3:02:50 PM,65,86,0,90,0,0,0,0
170,3:02:50 PM,82,90,0,86,0,0,0,0
171,3:02:50 PM,58,85,0,82,0,0,0,0
172,3:02:50 PM,78,92,0,92,0,0,0,0
173,3:02:50 PM,69,77,0,90,0,0,0,0
174,3:02:50 PM,80,94,0,90,0,0,0,0
175,3:02:50 PM,80,86,0,89,0,0,0,0
176,3:02:50 PM,66,89,0,84,0,0,0,0
177,3:02:50 PM,76,90,0,74,0,0,0,0
178,3:02:50 PM,84,93,0,95,0,0,0,0
179,3:02:50 PM,71,78,0,73,0,0,0,0
180,3:02:50 PM,103,83,0,101,0,0,0,0
181,3:02:50 PM,83,78,0,73,0,0,0,0
182,3:02:50 PM,83,80,0,83,0,0,0,0
183,3:02:50 PM,77,79,0,83,0,0,0,0
184,3:02:50 PM,70,101,0,93,0,0,0,0
185,3:02:50 PM,80,92,0,79,0,0,0,0
186,3:02:50 PM,79,80,0,88,0,0,0,0
187,3:02:50 PM,91,95,0,101,0,0,0,0
188,3:02:50 PM,86,83,0,79,0,0,0,0
189,3:02:50 PM,72,92,0,78,0,0,0,0
190,3:02:50 PM,74,90,0,97,0,0,0,0
191,3:02:50 PM,67,99,0,75,0,0,0,0
192,3:02:50 PM,87,85,0,72,0,0,0,0
193,3:02:50 PM,76,85,0,91,0,0,0,0
194,3:02:50 PM,72,73,0,96,0,0,0,0
195,3:02:50 PM,66,74,0,89,0,0,0,0
196,3:02:50 PM,91,87,0,91,0,0,0,0
197,3:02:50 PM,87,97,0,105,0,0,0,0
198,3:02:50 PM,75,76,0,86,0,0,0,0
199,3:02:50 PM,88,98,0,87,0,0,0,0
200,3:02:50 PM,80,97,0,70,0,0,0,0
201,3:02:50 PM,79,105,0,72,0,0,0,0
202,3:02:50 PM,57,96,0,88,0,0,0,0
203,3:02:50 PM,60,99,0,88,0,0,0,0
204,3:02:50 PM,76,107,0,79,0,0,0,0
205,3:02:50 PM,79,90,0,80,0,0,0,0
206,3:02:50 PM,72,75,0,68,0,0,0,0
207,3:02:50 PM,80,85,0,91,0,0,0,0
208,3:02:50 PM,66,96,0,79,0,0,0,0
209,3:02:50 PM,80,85,0,80,0,0,0,0
210,3:02:50 PM,73,94,0,76,0,0,0,0
211,3:02:50 PM,84,84,0,94,0,0,0,0
212,3:02:50 PM,69,76,0,81,0,0,0,0
213,3:02:50 PM,84,80,0,82,0,0,0,0
214,3:02:50 PM,74,87,0,72,0,0,0,0
215,3:02:50 PM,78,84,0,88,0,0,0,0
216,3:02:50 PM,72,97,0,99,0,0,0,0
217,3:02:50 PM,71,85,0,87,0,0,0,0
218,3:02:50 PM,60,88,0,71,0,0,0,0
219,3:02:50 PM,88,72,0,100,0,0,0,0
220,3:02:50 PM,76,92,0,82,0,0,0,0
221,3:02:50 PM,65,96,0,90,0,0,0,0
222,3:02:50 PM,75,83,0,89,0,0,0,0
223,3:02:50 PM,94,88,0,72,0,0,0,0
224,3:02:50 PM,57,101,0,74,0,0,0,0
225,3:02:50 PM,68,101,0,89,0,0,0,0
226,3:02:50 PM,90,88,0,93,0,0,0,0
227,3:02:50 PM,82,101,0,102,0,0,0,0
228,3:02:50 PM,73,75,0,71,0,0,0,0
229,3:02:50 PM,72,93,0,84,0,0,0,0
230,3:02:50 PM,78,98,0,76,0,0,0,0
231,3:02:50 PM,89,98,0,79,0,0,0,0
232,3:02:50 PM,70,94,0,104,0,0,0,0
233,3:02:50 PM,73,81,0,72,0,0,0,0
234,3:02:50 PM,70,93,0,92,0,0,0,0
235,3:02:50 PM,75,84,0,115,0,0,0,0
236,3:02:50 PM,79,95,0,89,0,0,0,0
237,3:02:50 PM,84,74,0,85,0,0,0,0
238,3:02:50 PM,65,88,0,72,0,0,0,0
239,3:02:50 PM,77,86,0,82,0,0,0,0
240,3:02:50 PM,74,88,0,106,0,0,0,0
241,3:02:50 PM,85,88,0,80,0,0,0,0
242,3:02:50 PM,77,99,0,98,0,0,0,0
243,3:02:50 PM,72,81,0,74,0,0,0,0
244,3:02:50 PM,63,81,0,89,0,0,0,0
245,3:02:50 PM,82,80,0,77,0,0,0,0
246,3:02:50 PM,64,94,0,83,0,0,0,0
247,3:02:50 PM,69,86,0,78,0,0,0,0
248,3:02:50 PM,82,96,0,93,0,0,0,0
249,3:02:50 PM,58,83,0,88,0,0,0,0
250,3:02:50 PM,68,98,0,83,0,0,0,0
251,3:02:50 PM,58,87,0,77,0,0,0,0
252,3:02:50 PM,83,78,0,86,0,0,0,0
253,3:02:50 PM,93,89,0,74,0,0,0,0
254,3:02:50 PM,76,94,0,70,0,0,0,0
255,3:02:50 PM,91,100,0,70,0,0,0,0
256,3:02:50 PM,59,82,0,90,0,0,0,0
257,3:03:01 PM,77,99,0,93,0,0,0,0
258,3:03:01 PM,71,93,0,80,0,0,0,0
259,3:03:01 PM,59,85,0,75,0,0,0,0
260,3:03:01 PM,79,90,0,80,0,0,0,0
261,3:03:01 PM,80,84,0,71,0,0,0,0
262,3:03:01 PM,87,101,0,93,0,0,0,0
263,3:03:01 PM,91,91,0,86,0,0,0,0
264,3:03:01 PM,72,93,0,78,0,0,0,0
265,3:03:01 PM,63,101,0,77,0,0,0,0
266,3:03:01 PM,83,82,0,73,0,0,0,0
267,3:03:01 PM,79,99,0,90,0,0,0,0
268,3:03:01 PM,59,106,0,79,0,0,0,0
269,3:03:01 PM,76,85,0,75,0,0,0,0
270,3:03:01 PM,73,95,0,87,0,0,0,0
271,3:03:01 PM,88,87,0,78,0,0,0,0
272,3:03:01 PM,100,104,0,87,0,0,0,0
273,3:03:01 PM,82,83,0,69,0,0,0,0
274,3:03:01 PM,67,92,0,81,0,0,0,0
275,3:03:01 PM,82,69,0,87,0,0,0,0
276,3:03:01 PM,81,74,0,112,0,0,0,0
277,3:03:01 PM,61,76,0,85,0,0,0,0
278,3:03:01 PM,78,84,0,71,0,0,0,0
279,3:03:01 PM,76,100,0,81,0,0,0,0
280,3:03:01 PM,69,85,0,95,0,0,0,0
281,3:03:01 PM,94,92,0,84,0,0,0,0
282,3:03:01 PM,86,92,0,96,0,0,0,0
283,3:03:01 PM,90,84,0,73,0,0,0,0
284,3:03:01 PM,76,93,0,73,0,0,0,0
285,3:03:01 PM,68,67,0,78,0,0,0,0
286,3:03:01 PM,83,89,0,66,0,0,0,0
287,3:03:01 PM,77,87,0,89,0,0,0,0
288,3:03:01 PM,68,91,0,88,0,0,0,0
289,3:03:01 PM,83,82,0,79,0,0,0,0
290,3:03:01 PM,84,76,0,89,0,0,0,0
291,3:03:01 PM,84,92,0,91,0,0,0,0
292,3:03:01 PM,75,70,0,92,0,0,0,0
293,3:03:01 PM,65,98,0,81,0,0,0,0
294,3:03:01 PM,65,77,0,70,0,0,0,0
295,3:03:01 PM,62,90,0,71,0,0,0,0
296,3:03:01 PM,81,78,0,79,0,0,0,0
297,3:03:01 PM,87,90,0,86,0,0,0,0
298,3:03:01 PM,95,102,0,69,0,0,0,0
299,3:03:01 PM,72,102,0,82,0,0,0,0
300,3:03:01 PM,80,89,0,88,0,0,0,0
301,3:03:01 PM,79,105,0,73,0,0,0,0
302,3:03:01 PM,71,82,0,93,0,0,0,0
303,3:03:01 PM,61,104,0,91,0,0,0,0
304,3:03:01 PM,64,72,0,83,0,0,0,0
305,3:03:01 PM,72,79,0,113,0,0,0,0
306,3:03:01 PM,90,76,0,82,0,0,0,0
307,3:03:01 PM,77,79,0,85,0,0,0,0
308,3:03:01 PM,83,85,0,73,0,0,0,0
309,3:03:01 PM,77,103,0,73,0,0,0,0
310,3:03:01 PM,69,82,0,73,0,0,0,0
311,3:03:01 PM,73,70,0,79,0,0,0,0
312,3:03:01 PM,76,75,0,86,0,0,0,0
313,3:03:01 PM,74,108,0,84,0,0,0,0
314,3:03:01 PM,78,70,0,82,0,0,0,0
315,3:03:01 PM,70,109,0,88,0,0,0,0
316,3:03:01 PM,81,75,0,86,0,0,0,0
317,3:03:01 PM,88,105,0,81,0,0,0,0
318,3:03:01 PM,68,88,0,93,0,0,0,0
319,3:03:01 PM,67,73,0,83,0,0,0,0
320,3:03:01 PM,99,90,0,90,0,0,0,0
321,3:03:01 PM,75,104,0,62,0,0,0,0
322,3:03:01 PM,81,77,0,70,0,0,0,0
323,3:03:01 PM,66,92,0,94,0,0,0,0
324,3:03:01 PM,70,99,0,75,0,0,0,0
325,3:03:01 PM,79,91,0,99,0,0,0,0
326,3:03:01 PM,59,82,0,78,0,0,0,0
327,3:03:01 PM,80,79,0,76,0,0,0,0
328,3:03:01 PM,97,88,0,91,0,0,0,0
329,3:03:01 PM,65,91,0,97,0,0,0,0
330,3:03:01 PM,92,105,0,75,0,0,0,0
331,3:03:01 PM,71,87,0,93,0,0,0,0
332,3:03:01 PM,71,85,0,94,0,0,0,0
333,3:03:01 PM,80,100,0,81,0,0,0,0
334,3:03:01 PM,71,80,0,80,0,0,0,0
335,3:03:01 PM,70,83,0,79,0,0,0,0
336,3:03:01 PM,86,85,0,84,0,0,0,0
337,3:03:01 PM,85,99,0,88,0,0,0,0
338,3:03:01 PM,87,71,0,83,0,0,0,0
339,3:03:01 PM,72,92,0,90,0,0,0,0
340,3:03:01 PM,57,103,0,97,0,0,0,0
341,3:03:01 PM,86,73,0,73,0,0,0,0
342,3:03:01 PM,86,86,0,72,0,0,0,0
343,3:03:01 PM,84,83,0,80,0,0,0,0
344,3:03:01 PM,77,84,0,88,0,0,0,0
345,3:03:01 PM,79,92,0,72,0,0,0,0
346,3:03:01 PM,65,82,0,94,0,0,0,0
347,3:03:01 PM,70,90,0,97,0,0,0,0
348,3:03:01 PM,79,67,0,86,0,0,0,0
349,3:03:01 PM,77,95,0,79,0,0,0,0
350,3:03:01 PM,67,86,0,72,0,0,0,0
351,3:03:01 PM,74,64,0,73,0,0,0,0
352,3:03:01 PM,76,83,0,95,0,0,0,0
353,3:03:01 PM,86,82,0,81,0,0,0,0
354,3:03:01 PM,70,101,0,104,0,0,0,0
355,3:03:01 PM,79,102,0,81,0,0,0,0
356,3:03:01 PM,66,91,0,85,0,0,0,0
357,3:03:01 PM,103,92,0,85,0,0,0,0
358,3:03:01 PM,73,72,0,99,0,0,0,0
359,3:03:01 PM,79,91,0,75,0,0,0,0
360,3:03:01 PM,73,89,0,94,0,0,0,0
361,3:03:01 PM,75,78,0,71,0,0,0,0
362,3:03:01 PM,72,90,0,74,0,0,0,0
363,3:03:01 PM,84,86,0,78,0,0,0,0
364,3:03:01 PM,79,77,0,81,0,0,0,0
365,3:03:01 PM,63,82,0,79,0,0,0,0
366,3:03:01 PM,93,104,0,85,0,0,0,0
367,3:03:01 PM,89,83,0,79,0,0,0,0
368,3:03:01 PM,81,86,0,79,0,0,0,0
369,3:03:01 PM,99,83,0,78,0,0,0,0
370,3:03:01 PM,102,96,0,88,0,0,0,0
371,3:03:01 PM,59,94,0,104,0,0,0,0
372,3:03:01 PM,79,105,0,91,0,0,0,0
373,3:03:01 PM,86,84,0,94,0,0,0,0
374,3:03:01 PM,71,85,0,102,0,0,0,0
375,3:03:01 PM,77,78,0,88,0,0,0,0
376,3:03:01 PM,68,80,0,80,0,0,0,0
377,3:03:01 PM,75,80,0,85,0,0,0,0
378,3:03:01 PM,90,91,0,87,0,0,0,0
379,3:03:01 PM,88,72,0,77,0,0,0,0
380,3:03:01 PM,64,92,0,81,0,0,0,0
381,3:03:01 PM,87,87,0,67,0,0,0,0
382,3:03:01 PM,73,95,0,69,0,0,0,0
383,3:03:01 PM,71,91,0,71,0,0,0,0
384,3:03:01 PM,84,98,0,75,0,0,0,0
385,3:03:11 PM,72,76,0,91,0,0,0,0
386,3:03:11 PM,82,95,0,97,0,0,0,0
387,3:03:11 PM,81,93,0,93,0,0,0,0
388,3:03:11 PM,80,91,0,90,0,0,0,0
389,3:03:11 PM,61,76,0,89,0,0,0,0
390,3:03:11 PM,71,83,0,80,0,0,0,0
391,3:03:11 PM,63,101,0,85,0,0,0,0
392,3:03:11 PM,80,92,0,85,0,0,0,0
393,3:03:11 PM,71,83,0,106,0,0,0,0
394,3:03:11 PM,87,78,0,80,0,0,0,0
395,3:03:11 PM,83,92,0,88,0,0,0,0
396,3:03:11 PM,63,91,0,77,0,0,0,0
397,3:03:11 PM,78,85,0,88,0,0,0,0
398,3:03:11 PM,78,101,0,73,0,0,0,0
399,3:03:11 PM,63,92,0,86,0,0,0,0
400,3:03:11 PM,83,88,0,85,0,0,0,0
401,3:03:11 PM,99,82,0,90,0,0,0,0
402,3:03:11 PM,80,72,0,81,0,0,0,0
403,3:03:11 PM,73,91,0,90,0,0,0,0
404,3:03:11 PM,75,86,0,78,0,0,0,0
405,3:03:11 PM,70,84,0,87,0,0,0,0
406,3:03:11 PM,72,92,0,75,0,0,0,0
407,3:03:11 PM,88,85,0,78,0,0,0,0
408,3:03:11 PM,92,93,0,76,0,0,0,0
409,3:03:11 PM,74,78,0,80,0,0,0,0
410,3:03:11 PM,64,84,0,92,0,0,0,0
411,3:03:11 PM,86,87,0,79,0,0,0,0
412,3:03:11 PM,85,94,0,81,0,0,0,0
413,3:03:11 PM,93,85,0,94,0,0,0,0
414,3:03:11 PM,62,90,0,73,0,0,0,0
415,3:03:11 PM,79,103,0,74,0,0,0,0
416,3:03:11 PM,80,80,0,92,0,0,0,0
417,3:03:11 PM,63,76,0,85,0,0,0,0
418,3:03:11 PM,64,100,0,85,0,0,0,0
419,3:03:11 PM,92,86,0,82,0,0,0,0
420,3:03:11 PM,67,95,0,81,0,0,0,0
421,3:03:11 PM,85,99,0,110,0,0,0,0
422,3:03:11 PM,60,95,0,84,0,0,0,0
423,3:03:11 PM,70,83,0,84,0,0,0,0
424,3:03:11 PM,68,76,0,79,0,0,0,0
425,3:03:11 PM,70,84,0,91,0,0,0,0
426,3:03:11 PM,60,70,0,80,0,0,0,0
427,3:03:11 PM,81,94,0,81,0,0,0,0
428,3:03:11 PM,86,86,0,58,0,0,0,0
429,3:03:11 PM,71,73,0,87,0,0,0,0
430,3:03:11 PM,74,75,0,87,0,0,0,0
431,3:03:11 PM,87,93,0,76,0,0,0,0
432,3:03:11 PM,64,96,0,84,0,0,0,0
433,3:03:11 PM,69,74,0,65,0,0,0,0
434,3:03:11 PM,78,85,0,86,0,0,0,0
435,3:03:11 PM,65,89,0,69,0,0,0,0
436,3:03:11 PM,52,88,0,72,0,0,0,0
437,3:03:11 PM,79,88,0,81,0,0,0,0
438,3:03:11 PM,66,101,0,84,0,0,0,0
439,3:03:11 PM,77,72,0,96,0,0,0,0
440,3:03:11 PM,81,76,0,87,0,0,0,0
441,3:03:11 PM,73,89,0,98,0,0,0,0
442,3:03:11 PM,87,77,0,91,0,0,0,0
443,3:03:11 PM,74,78,0,78,0,0,0,0
444,3:03:11 PM,83,89,0,88,0,0,0,0
445,3:03:11 PM,87,78,0,92,0,0,0,0
446,3:03:11 PM,94,84,0,100,0,0,0,0
447,3:03:11 PM,69,85,0,93,0,0,0,0
448,3:03:11 PM,89,88,0,72,0,0,0,0
449,3:03:11 PM,81,99,0,94,0,0,0,0
450,3:03:11 PM,84,103,0,78,0,0,0,0
451,3:03:11 PM,94,82,0,89,0,0,0,0
452,3:03:11 PM,77,85,0,70,0,0,0,0
453,3:03:11 PM,80,100,0,91,0,0,0,0
454,3:03:11 PM,73,84,0,98,0,0,0,0
455,3:03:11 PM,90,74,0,86,0,0,0,0
456,3:03:11 PM,84,89,0,97,0,0,0,0
457,3:03:11 PM,83,78,0,82,0,0,0,0
458,3:03:11 PM,79,90,0,84,0,0,0,0
459,3:03:11 PM,83,91,0,71,0,0,0,0
460,3:03:11 PM,79,65,0,67,0,0,0,0
461,3:03:11 PM,77,92,0,87,0,0,0,0
462,3:03:11 PM,71,83,0,88,0,0,0,0
463,3:03:11 PM,63,82,0,78,0,0,0,0
464,3:03:11 PM,75,112,0,79,0,0,0,0
465,3:03:11 PM,73,92,0,75,0,0,0,0
466,3:03:11 PM,77,93,0,95,0,0,0,0
467,3:03:11 PM,68,80,0,81,0,0,0,0
468,3:03:11 PM,70,96,0,78,0,0,0,0
469,3:03:11 PM,76,110,0,74,0,0,0,0
470,3:03:11 PM,73,89,0,81,0,0,0,0
471,3:03:11 PM,60,81,0,74,0,0,0,0
472,3:03:11 PM,78,93,0,69,0,0,0,0
473,3:03:11 PM,77,87,0,86,0,0,0,0
474,3:03:11 PM,61,86,0,68,0,0,0,0
475,3:03:11 PM,100,84,0,108,0,0,0,0
476,3:03:11 PM,94,80,0,88,0,0,0,0
477,3:03:11 PM,80,87,0,89,0,0,0,0
478,3:03:11 PM,79,111,0,81,0,0,0,0
479,3:03:11 PM,59,84,0,69,0,0,0,0
480,3:03:11 PM,95,80,0,94,0,0,0,0
481,3:03:11 PM,74,86,0,96,0,0,0,0
482,3:03:11 PM,65,87,0,78,0,0,0,0
483,3:03:11 PM,88,97,0,68,0,0,0,0
484,3:03:11 PM,81,82,0,99,0,0,0,0
485,3:03:11 PM,67,90,0,80,0,0,0,0
486,3:03:11 PM,70,90,0,85,0,0,0,0
487,3:03:11 PM,75,84,0,107,0,0,0,0
488,3:03:11 PM,83,85,0,87,0,0,0,0
489,3:03:11 PM,61,74,0,73,0,0,0,0
490,3:03:11 PM,52,97,0,89,0,0,0,0
491,3:03:11 PM,93,80,0,101,0,0,0,0
492,3:03:11 PM,79,81,0,81,0,0,0,0
493,3:03:11 PM,66,72,0,80,0,0,0,0
494,3:03:11 PM,85,86,0,77,0,0,0,0
495,3:03:11 PM,65,80,0,85,0,0,0,0
496,3:03:11 PM,68,82,0,89,0,0,0,0
497,3:03:11 PM,85,87,0,70,0,0,0,0
498,3:03:11 PM,74,93,0,81,0,0,0,0
499,3:03:11 PM,78,84,0,95,0,0,0,0
500,3:03:11 PM,79,101,1,88,0,0,0,0
501,3:03:11 PM,57,98,0,87,0,0,0,0
502,3:03:11 PM,75,78,0,99,0,0,0,0
503,3:03:11 PM,72,88,0,84,0,0,0,0
504,3:03:11 PM,73,95,0,96,0,0,0,0
505,3:03:11 PM,69,92,0,73,0,0,0,0
506,3:03:11 PM,70,71,0,73,0,0,0,0
507,3:03:11 PM,81,100,0,84,0,0,0,0
508,3:03:11 PM,83,86,0,86,0,0,0,0
509,3:03:11 PM,72,70,0,90,0,0,0,0
510,3:03:11 PM,69,82,0,71,0,0,0,0
511,3:03:11 PM,74,87,0,90,0,0,0,0
512,3:03:11 PM,68,102,0,76,0,0,0,0
513,3:03:21 PM,64,81,0,77,0,0,0,0
