# Samples per Second per Channel acquired: 10000.000000
# X	Y	SUM	
2.9687	0.1399	8.8535	
2.9315	0.1570	8.8548	
2.9381	0.1715	8.8252	
2.9628	0.1840	8.8147	
2.9187	0.1892	8.8364	
2.9102	0.1968	8.8377	
2.9085	0.1997	8.8196	
2.8895	0.2339	8.8232	
2.8954	0.2342	8.8081	
2.8973	0.2132	8.8397	
2.9115	0.1701	8.8722	
2.9164	0.1826	8.8443	
2.9223	0.1945	8.8311	
2.9259	0.2198	8.8042	
2.9177	0.2227	8.8088	
2.8960	0.2418	8.8058	
2.8540	0.2342	8.8282	
2.8536	0.2290	8.8347	
2.8526	0.2030	8.8706	
2.8290	0.2056	8.8755	
2.8497	0.2280	8.8426	
2.8309	0.2283	8.8518	
2.8175	0.2665	8.8305	
2.8086	0.2553	8.8331	
2.7849	0.3059	8.8147	
2.7517	0.3076	8.8134	
2.7323	0.3230	8.8232	
2.7261	0.3345	8.8065	
2.7392	0.3473	8.7627	
2.7445	0.3473	8.7907	
2.7534	0.3233	8.8042	
2.7326	0.2944	8.8453	
2.7267	0.3473	8.7825	
2.7353	0.3480	8.7578	
2.7869	0.3431	8.7532	
2.7846	0.3398	8.7526	
2.8056	0.2974	8.7946	
2.7866	0.3316	8.7854	
2.7757	0.3286	8.7641	
2.7691	0.3546	8.7516	
2.7557	0.3509	8.7913	
2.7701	0.3217	8.7851	
2.7412	0.3552	8.7706	
2.7524	0.3460	8.7835	
2.7711	0.3641	8.7397	
2.7757	0.3483	8.7611	
2.8010	0.3181	8.7647	
2.7833	0.3536	8.7463	
2.7928	0.3273	8.7792	
2.7612	0.3378	8.7818	
2.7310	0.3450	8.8009	
2.7195	0.3638	8.7650	
2.7188	0.3740	8.7746	
2.6935	0.3565	8.8052	
2.7054	0.3638	8.7913	
2.7093	0.3424	8.8042	
2.7228	0.3733	8.7838	
2.7465	0.3569	8.7723	
2.7783	0.3197	8.7897	
2.7754	0.3079	8.8048	
2.7968	0.2717	8.8183	
2.7948	0.2668	8.8206	
2.7859	0.2701	8.8278	
2.7790	0.2987	8.8009	
2.7583	0.3062	8.8094	
2.7313	0.3049	8.8219	
2.7461	0.3223	8.8022	
2.7376	0.3362	8.7959	
2.7320	0.3434	8.7943	
2.7188	0.3194	8.8147	
2.7557	0.2793	8.8423	
2.7767	0.2961	8.8130	
2.7741	0.3171	8.7930	
2.7251	0.3151	8.8058	
2.7442	0.3279	8.7933	
2.7632	0.3500	8.7526	
2.7576	0.3473	8.7539	
2.7303	0.3339	8.7923	
2.7583	0.2951	8.8370	
2.7501	0.3033	8.8130	
2.7747	0.2790	8.8193	
2.7925	0.3112	8.7627	
2.8014	0.2872	8.8042	
2.8168	0.2842	8.7989	
2.8152	0.2471	8.7999	
2.8313	0.2405	8.8374	
2.8152	0.1987	8.8788	
2.8375	0.1941	8.8725	
2.8359	0.1997	8.8650	
2.8523	0.1833	8.8617	
2.8615	0.2306	8.8019	
2.8415	0.2721	8.7618	
2.8290	0.2790	8.7851	
2.8178	0.2582	8.7976	
2.8263	0.3319	8.7335	
2.7859	0.3352	8.7486	
2.7622	0.3427	8.7575	
2.7816	0.3171	8.7762	
2.7826	0.3105	8.7848	
2.7626	0.3171	8.7729	
2.7754	0.3039	8.7933	
2.7843	0.3210	8.7818	
2.7609	0.3638	8.7315	
2.7402	0.3825	8.7341	
2.7688	0.3611	8.7230	
2.7668	0.3957	8.6868	
2.7665	0.3888	8.7220	
2.7622	0.3989	8.7128	
2.7514	0.3805	8.7170	
2.7468	0.3792	8.7292	
2.7083	0.3924	8.7184	
2.7317	0.4058	8.7088	
2.7047	0.4364	8.7049	
2.7001	0.4483	8.6628	
2.6883	0.4624	8.6878	
2.6547	0.5018	8.6700	
2.6215	0.4989	8.6832	
2.6538	0.4683	8.6927	
2.6508	0.4660	8.6760	
2.6182	0.5475	8.6365	
2.5660	0.5377	8.6822	
2.5213	0.5584	8.6733	
2.5190	0.5594	8.6700	
2.4930	0.5643	8.6934	
2.5022	0.5377	8.7154	
2.4697	0.5252	8.7532	
2.4381	0.5403	8.7522	
2.3996	0.5459	8.7782	
2.3950	0.5633	8.7627	
2.3802	0.5406	8.7946	
2.3635	0.5643	8.7598	
2.3714	0.5735	8.7341	
2.3848	0.5903	8.7387	
2.3786	0.5797	8.7407	
2.3973	0.5679	8.7509	
2.3743	0.5959	8.7312	
2.3635	0.6254	8.6898	
2.3582	0.6185	8.7059	
2.3802	0.6245	8.6809	
2.3668	0.6162	8.7042	
2.3789	0.6126	8.7042	
2.4151	0.5926	8.6967	
2.4325	0.5936	8.6980	
2.4466	0.5867	8.7216	
2.4654	0.5390	8.7417	
2.5091	0.5133	8.7397	
2.5259	0.5035	8.7670	
2.4822	0.4943	8.8032	
2.4792	0.4775	8.8048	
2.5098	0.4838	8.7946	
2.5150	0.4535	8.8111	
2.5377	0.4210	8.8518	
2.5213	0.4331	8.8380	
2.5209	0.4492	8.8288	
2.4946	0.4391	8.8508	
2.4693	0.4492	8.8259	
2.4562	0.4778	8.8209	
2.4542	0.4450	8.8548	
2.4121	0.4963	8.8167	
2.3871	0.5232	8.7996	
2.3993	0.5357	8.7867	
2.4522	0.5446	8.7667	
2.4388	0.5505	8.7585	
2.4082	0.5548	8.7627	
2.3668	0.5876	8.7677	
2.3589	0.5913	8.7848	
2.3313	0.5830	8.7956	
2.3365	0.5705	8.7785	
2.3559	0.5669	8.7877	
2.3615	0.5502	8.8061	
2.3747	0.5084	8.8416	
2.4026	0.5035	8.8226	
2.3717	0.5255	8.8147	
2.3352	0.5383	8.8344	
2.3585	0.5147	8.8291	
2.3681	0.5380	8.8111	
2.3628	0.5278	8.8328	
2.3191	0.5617	8.8071	
2.3204	0.5686	8.7992	
2.3487	0.5712	8.7805	
2.3368	0.5462	8.8061	
2.3122	0.5719	8.7890	
2.3536	0.5495	8.8048	
2.3500	0.5676	8.7802	
2.3562	0.5548	8.7927	
2.3415	0.5525	8.8028	
2.3770	0.5554	8.7841	
2.3332	0.5623	8.7943	
2.3385	0.5988	8.7479	
2.3500	0.6182	8.7138	
2.3871	0.5955	8.7210	
2.4263	0.5942	8.7069	
2.4167	0.6222	8.6838	
2.4322	0.6340	8.6536	
2.4111	0.6343	8.6694	
2.3990	0.6675	8.6365	
2.4519	0.6629	8.6010	
2.4404	0.6833	8.5925	
2.4637	0.6869	8.5556	
2.4835	0.6833	8.5537	
2.4752	0.6748	8.5655	
2.4503	0.6780	8.5642	
2.4628	0.7007	8.5448	
2.4526	0.6886	8.5471	
2.4752	0.7152	8.5168	
2.4894	0.7040	8.5132	
2.5229	0.6849	8.5287	
2.5331	0.6938	8.5208	
2.5255	0.6652	8.5353	
2.5029	0.6905	8.5356	
2.4818	0.6797	8.5487	
2.4614	0.7037	8.5362	
2.4963	0.6902	8.5408	
2.4933	0.6909	8.5349	
2.4996	0.6665	8.5474	
2.4595	0.7142	8.5287	
2.4726	0.6863	8.5514	
2.4644	0.6912	8.5523	
2.5055	0.6935	8.5185	
2.5315	0.6540	8.5464	
2.5397	0.6182	8.5905	
2.5502	0.6225	8.6023	
2.5564	0.6277	8.5668	
2.5686	0.6041	8.6059	
2.5594	0.5906	8.6079	
2.5663	0.5975	8.6227	
2.5903	0.5643	8.6556	
2.6041	0.5383	8.6658	
2.6189	0.5633	8.6375	
2.6252	0.5419	8.6631	
2.6140	0.5492	8.6510	
2.6334	0.5370	8.6510	
2.6360	0.5239	8.6575	
2.6662	0.5373	8.6155	
2.6363	0.5636	8.6217	
2.6337	0.6021	8.5652	
2.6666	0.5916	8.5500	
2.6298	0.6215	8.5356	
2.6225	0.6277	8.5339	
2.6008	0.6475	8.5251	
2.5867	0.6425	8.5323	
2.5768	0.6258	8.5507	
2.5890	0.6222	8.5491	
2.5946	0.6366	8.5405	
2.5893	0.6761	8.4853	
2.5653	0.6981	8.4853	
2.5814	0.6639	8.5047	
2.5880	0.6534	8.5067	
2.5847	0.6912	8.4475	
2.6061	0.7274	8.3847	
2.5939	0.7158	8.4047	
2.6429	0.6892	8.4245	
2.6593	0.6905	8.4077	
2.6607	0.6905	8.3873	
2.6653	0.6669	8.4120	
2.6754	0.6281	8.4656	
2.7014	0.6287	8.4702	
2.7040	0.5906	8.4935	
2.7261	0.5834	8.4948	
2.7488	0.5827	8.4955	
2.7599	0.5574	8.5007	
2.7806	0.5653	8.4850	
2.8033	0.5748	8.4337	
2.8237	0.6047	8.3909	
2.8208	0.5857	8.4113	
2.8280	0.5807	8.4159	
2.8710	0.5613	8.3959	
2.9148	0.5574	8.3636	
2.9105	0.5610	8.3406	
2.9019	0.5755	8.3449	
2.9043	0.5853	8.3222	
2.9388	0.5659	8.3360	
2.9322	0.5623	8.3064	
2.9490	0.5824	8.2801	
2.9266	0.6008	8.2805	
2.9355	0.5883	8.2933	
2.9516	0.5715	8.2870	
2.9730	0.5801	8.2690	
2.9759	0.5607	8.3012	
2.9825	0.5295	8.3436	
2.9595	0.5419	8.3419	
2.9549	0.5692	8.3107	
2.9526	0.5525	8.3140	
2.9808	0.5433	8.3186	
2.9483	0.5538	8.3180	
2.9572	0.5571	8.3288	
2.9756	0.5400	8.3114	
3.0022	0.5321	8.3084	
2.9789	0.5531	8.2933	
2.9989	0.5160	8.3512	
2.9976	0.5104	8.3709	
2.9874	0.5150	8.3423	
3.0196	0.4693	8.3771	
3.0397	0.4785	8.3640	
3.0463	0.4762	8.3548	
3.0196	0.5120	8.3341	
3.0025	0.5288	8.3061	
2.9950	0.5288	8.3347	
2.9927	0.5304	8.3410	
2.9444	0.5554	8.3143	
2.9391	0.5650	8.3347	
2.9181	0.5692	8.3245	
2.9013	0.6041	8.2979	
2.9299	0.5955	8.3015	
2.9010	0.5788	8.3314	
2.9013	0.6107	8.2841	
2.9259	0.6254	8.2394	
2.9128	0.6087	8.2795	
2.9250	0.6054	8.2719	
2.9361	0.5857	8.2894	
2.9854	0.5515	8.2982	
2.9631	0.5633	8.3229	
2.9611	0.5436	8.3498	
2.9266	0.5423	8.3518	
2.9516	0.5350	8.3571	
2.9322	0.5502	8.3574	
2.9322	0.5699	8.3107	
2.9496	0.5416	8.3403	
2.9638	0.5630	8.3087	
2.9759	0.5225	8.3725	
2.9854	0.4677	8.4228	
2.9993	0.4696	8.4110	
3.0173	0.4298	8.4547	
3.0206	0.4022	8.4951	
3.0351	0.3884	8.5182	
3.0331	0.3526	8.5474	
3.0420	0.3516	8.5474	
3.0982	0.3082	8.5395	
3.0814	0.2921	8.5734	
3.0759	0.3223	8.5556	
3.0499	0.3286	8.5819	
3.0302	0.3085	8.6082	
3.0482	0.3306	8.5754	
3.0216	0.3766	8.5395	
3.0377	0.3651	8.5237	
3.0469	0.3694	8.5343	
3.0588	0.3634	8.5106	
3.0795	0.3388	8.5379	
3.0759	0.3036	8.5859	
3.0969	0.3049	8.5556	
3.1367	0.2740	8.5596	
3.1429	0.2727	8.5537	
3.1400	0.2845	8.5438	
3.1334	0.2997	8.5185	
3.1163	0.3358	8.5020	
3.1423	0.3082	8.5155	
3.1186	0.3266	8.5152	
3.1268	0.2895	8.5359	
3.1488	0.3036	8.5241	
3.1534	0.2760	8.5149	
3.1478	0.2773	8.5445	
3.1505	0.2724	8.5412	
3.1209	0.2944	8.5287	
3.1380	0.3016	8.5122	
3.1478	0.3184	8.4994	
3.1564	0.2776	8.5362	
3.1462	0.2694	8.5566	
3.1370	0.2681	8.5678	
3.1248	0.2783	8.5688	
3.1035	0.2822	8.5760	
3.1114	0.3069	8.5366	
3.1261	0.2786	8.5671	
3.1179	0.2819	8.5668	
3.1179	0.3118	8.5218	
3.1465	0.2842	8.5392	
3.1774	0.2770	8.5270	
3.1465	0.2760	8.5251	
3.1699	0.2954	8.4942	
3.1755	0.3062	8.4794	
3.1669	0.2675	8.5067	
3.1377	0.2796	8.5685	
3.1265	0.2681	8.5964	
3.1258	0.2500	8.5790	
3.1452	0.2250	8.6122	
3.1515	0.1984	8.6447	
3.1485	0.1823	8.6644	
3.1699	0.1751	8.6408	
3.1728	0.1813	8.6424	
3.1403	0.2007	8.6355	
3.1633	0.1935	8.6358	
3.1557	0.1784	8.6631	
3.1554	0.1987	8.6266	
3.1751	0.1925	8.6224	
3.1327	0.2290	8.6079	
3.1446	0.2402	8.5938	
3.1393	0.2635	8.5711	
3.1143	0.2550	8.5790	
3.1278	0.2678	8.5668	
3.1672	0.2615	8.5399	
3.1863	0.2398	8.5461	
3.2027	0.2559	8.5073	
3.1995	0.2855	8.4774	
3.1972	0.2760	8.4912	
3.1646	0.2888	8.5060	
3.1442	0.2799	8.5379	
3.1436	0.3204	8.4997	
3.1291	0.3030	8.5303	
3.1278	0.2836	8.5662	
3.1035	0.2675	8.5997	
3.0722	0.2734	8.6141	
3.0706	0.2852	8.6089	
3.0463	0.3069	8.6030	
3.0426	0.3214	8.5793	
3.0111	0.3503	8.5783	
3.0009	0.3302	8.5994	
2.9904	0.3447	8.6128	
2.9723	0.3339	8.6224	
2.9246	0.3989	8.5829	
2.9358	0.3894	8.5589	
2.9490	0.3986	8.5566	
2.9516	0.3881	8.5668	
2.9223	0.4450	8.5392	
2.8987	0.4545	8.5149	
2.9125	0.4220	8.5675	
2.8993	0.4344	8.5533	
2.8937	0.4634	8.5454	
2.8898	0.4285	8.5665	
2.9440	0.4045	8.5563	
2.9371	0.4177	8.5543	
2.9204	0.4220	8.5484	
2.9102	0.4243	8.5507	
2.8901	0.4571	8.5376	
2.9049	0.4483	8.5389	
2.9062	0.4673	8.4961	
2.8960	0.4815	8.4915	
2.8937	0.4956	8.4741	
2.8914	0.4923	8.4978	
2.8875	0.5035	8.4679	
2.9066	0.5045	8.4800	
2.9033	0.4867	8.4859	
2.9184	0.5186	8.4363	
2.9158	0.4900	8.4728	
2.9595	0.4397	8.5037	
2.9542	0.4364	8.4935	
2.9424	0.4815	8.4514	
2.9220	0.4778	8.4787	
2.9187	0.4489	8.5136	
2.9457	0.4374	8.4994	
2.9394	0.4147	8.5533	
2.9522	0.4289	8.5188	
2.9710	0.4177	8.5349	
2.9638	0.4226	8.5224	
2.9615	0.3917	8.5632	
2.9647	0.3884	8.5849	
2.9437	0.3631	8.6349	
2.9368	0.3154	8.6861	
2.8865	0.3273	8.7055	
2.8816	0.3368	8.7236	
2.8470	0.3523	8.7092	
2.8309	0.3585	8.6953	
2.8349	0.3920	8.6792	
2.8237	0.3605	8.7151	
2.8066	0.3641	8.7138	
2.7905	0.3920	8.6907	
2.7655	0.4167	8.6792	
2.7813	0.4177	8.6464	
2.7882	0.4479	8.6408	
2.7698	0.4371	8.6579	
2.7662	0.4525	8.6454	
2.7672	0.4578	8.6381	
2.7787	0.4673	8.6260	
2.7797	0.4535	8.6220	
2.7882	0.5061	8.5678	
2.7981	0.4815	8.5786	
2.7836	0.4617	8.6266	
2.7793	0.4450	8.6503	
2.7672	0.4552	8.6237	
2.7317	0.5061	8.5902	
2.7284	0.5153	8.5951	
2.6981	0.5354	8.5783	
2.6909	0.5160	8.6230	
2.6728	0.5028	8.6490	
2.6820	0.4410	8.7065	
2.7149	0.4239	8.7180	
2.7188	0.3786	8.7634	
2.7511	0.3799	8.7397	
2.7639	0.3529	8.7749	
2.7751	0.3454	8.7700	
2.7303	0.3519	8.8032	
2.7165	0.3819	8.7959	
2.7103	0.3749	8.7710	
2.7218	0.3687	8.7798	
2.6689	0.4075	8.7782	
2.6544	0.3989	8.7910	
2.6245	0.4167	8.7874	
2.6633	0.4170	8.7578	
2.6567	0.4545	8.7141	
