65536,4:29:53 PM,80,81,0,75,0,0,0,0
65537,4:30:03 PM,70,87,0,84,0,0,0,0
65538,4:30:03 PM,79,86,0,74,0,0,0,0
65539,4:30:03 PM,67,82,0,90,0,0,0,0
65540,4:30:03 PM,80,81,0,99,0,0,0,0
65541,4:30:03 PM,66,85,0,102,0,0,0,0
65542,4:30:03 PM,69,73,0,98,0,0,0,0
65543,4:30:03 PM,64,90,0,88,0,0,0,0
65544,4:30:03 PM,69,78,0,92,0,0,0,0
65545,4:30:03 PM,83,81,0,72,0,0,0,0
65546,4:30:03 PM,65,81,0,71,0,0,0,0
65547,4:30:03 PM,74,89,0,72,0,0,0,0
65548,4:30:03 PM,87,74,0,96,0,0,0,0
65549,4:30:03 PM,70,90,0,67,0,0,0,0
65550,4:30:03 PM,78,89,0,78,0,0,0,0
65551,4:30:03 PM,85,84,0,84,0,0,0,0
65552,4:30:03 PM,96,89,0,85,0,0,0,0
65553,4:30:03 PM,69,99,0,73,0,0,0,0
65554,4:30:03 PM,76,99,0,74,0,0,0,0
65555,4:30:03 PM,57,76,0,91,0,0,0,0
65556,4:30:03 PM,60,82,0,101,0,0,0,0
65557,4:30:03 PM,70,97,0,90,0,0,0,0
65558,4:30:03 PM,62,91,0,77,0,0,0,0
65559,4:30:03 PM,55,71,0,84,0,0,0,0
65560,4:30:03 PM,83,113,0,103,0,0,0,0
65561,4:30:03 PM,72,73,0,76,0,0,0,0
65562,4:30:03 PM,77,90,0,94,0,0,0,0
65563,4:30:03 PM,51,100,0,93,0,0,0,0
65564,4:30:03 PM,86,72,0,60,0,0,0,0
65565,4:30:03 PM,77,78,0,100,0,0,0,0
65566,4:30:03 PM,80,97,0,90,0,0,0,0
65567,4:30:03 PM,77,84,0,69,0,0,0,0
65568,4:30:03 PM,76,86,0,93,0,0,0,0
65569,4:30:03 PM,78,88,0,72,0,0,0,0
65570,4:30:03 PM,79,90,0,87,0,0,0,0
65571,4:30:03 PM,88,74,0,77,0,0,0,0
65572,4:30:03 PM,64,89,0,81,0,0,0,0
65573,4:30:03 PM,76,91,0,85,0,0,0,0
65574,4:30:03 PM,77,72,0,82,0,0,0,0
65575,4:30:03 PM,62,84,0,75,0,0,0,0
65576,4:30:03 PM,80,98,0,106,0,0,0,0
65577,4:30:03 PM,62,84,0,81,0,0,0,0
65578,4:30:03 PM,65,91,0,82,0,0,0,0
65579,4:30:03 PM,94,97,0,80,0,0,0,0
65580,4:30:03 PM,75,97,0,76,0,0,0,0
65581,4:30:03 PM,67,81,0,98,0,0,0,0
65582,4:30:03 PM,71,79,0,95,0,0,0,0
65583,4:30:03 PM,80,85,0,70,0,0,0,0
65584,4:30:03 PM,69,68,0,92,0,0,0,0
65585,4:30:03 PM,63,86,0,82,0,0,0,0
65586,4:30:03 PM,64,90,0,83,0,0,0,0
65587,4:30:03 PM,80,62,0,76,0,0,0,0
65588,4:30:03 PM,63,58,0,92,0,0,0,0
65589,4:30:03 PM,69,77,0,96,0,0,0,0
65590,4:30:03 PM,81,83,0,89,0,0,0,0
65591,4:30:03 PM,67,72,0,81,0,0,0,0
65592,4:30:03 PM,82,99,0,80,0,0,0,0
65593,4:30:03 PM,82,87,0,71,0,0,0,0
65594,4:30:03 PM,91,95,0,99,0,0,0,0
65595,4:30:03 PM,90,89,0,74,0,0,0,0
65596,4:30:03 PM,71,82,0,84,0,0,0,0
65597,4:30:03 PM,75,94,0,94,0,0,0,0
65598,4:30:03 PM,73,90,0,71,0,0,0,0
65599,4:30:03 PM,77,90,0,89,0,0,0,0
